"","title","artist","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","duration_sec","like"
"572","Blank Space","Taylor Swift",0.0847,0.751,0.684,0,5,0.0737,-5.448,1,0.0679,95.979,4,0.597,231.827,"1"
"573","Dear John","Taylor Swift",0.158,0.583,0.464,1.42e-06,4,0.109,-5.311,1,0.0281,119.524,3,0.111,403.92,"1"
"574","Delicate","Taylor Swift",0.228,0.745,0.41,0.000383,9,0.0906,-10.212,0,0.0779,95.022,4,0.0596,232.253,"1"
"575","Gorgeous","Taylor Swift",0.0672,0.797,0.532,1.02e-05,7,0.227,-6.861,1,0.147,92.024,4,0.454,209.68,"1"
"576","Hey Stephen","Taylor Swift",0.177,0.836,0.546,1.16e-06,6,0.109,-7.337,1,0.0312,115.993,4,0.826,254.307,"1"
"577","Look What You Made Me Do","Taylor Swift",0.189,0.769,0.709,1.72e-05,9,0.133,-6.432,0,0.139,128.063,4,0.514,211.853,"1"
"578","Shake It Off","Taylor Swift",0.0577,0.653,0.799,0,7,0.221,-5.359,1,0.163,160.017,4,0.945,219.2,"1"
"579","State Of Grace","Taylor Swift",0.000166,0.584,0.834,0.00121,4,0.0906,-5.872,1,0.0321,129.958,4,0.42,295.187,"1"
"580","Stay Stay Stay","Taylor Swift",0.301,0.727,0.753,1.5e-06,0,0.0811,-6.655,1,0.0244,100.114,4,0.904,204.827,"1"
"581","The Last Time","Taylor Swift",0.0368,0.5,0.458,5.55e-06,2,0.0897,-7.033,1,0.0269,93.987,4,0.132,298.293,"1"
"582","We Are Never Ever Getting Back Together","Taylor Swift",0.00995,0.622,0.682,1.11e-05,7,0.112,-5.891,1,0.113,86.035,4,0.781,191.88,"1"
"583","White Horse","Taylor Swift",0.356,0.583,0.354,0,0,0.101,-7.875,1,0.0254,92.526,4,0.199,234.427,"1"
"584","'Til I Die - Remastered 2009","The Beach Boys",0.297,0.321,0.294,0.000561,7,0.295,-12.568,1,0.0286,172.859,4,0.18,153.24,"1"
"585","Barbara Ann","The Beach Boys",0.19,0.581,0.669,0,6,0.243,-3.659,1,0.0385,78.073,4,0.926,133.893,"1"
"586","God Only Knows - Mono","The Beach Boys",0.533,0.508,0.387,7.26e-05,6,0.0934,-10.764,0,0.0326,116.754,4,0.348,173.56,"1"
"587","Good Vibrations","The Beach Boys",0.326,0.396,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.449,4,0.385,219.027,"1"
"588","Wouldn't It Be Nice - Mono","The Beach Boys",0.771,0.404,0.422,1.29e-05,5,0.107,-11.251,1,0.0324,124.535,4,0.755,146.293,"1"
"589","Blackbird - Remastered","The Beatles",0.754,0.686,0.127,1.41e-05,7,0.0573,-14.361,1,0.0342,93.699,4,0.372,138.387,"1"
"590","Drive My Car - Remastered 2009","The Beatles",0.0173,0.754,0.571,0,2,0.3,-8.547,1,0.0421,122.463,4,0.82,148.893,"1"
"591","Girl - Remastered 2009","The Beatles",0.587,0.699,0.294,0,5,0.117,-13.205,0,0.0294,96.615,4,0.893,151.72,"1"
"592","Here Comes The Sun - Remastered 2009","The Beatles",0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,4,0.394,185.733,"1"
"593","I'm Looking Through You - Remastered 2009","The Beatles",0.00772,0.667,0.498,0,1,0.0481,-11.027,1,0.0364,85.843,4,0.774,146.387,"1"
"594","I'm Only Sleeping - Remastered 2009","The Beatles",0.21,0.494,0.47,0,8,0.28,-9.599,0,0.0301,103.477,4,0.698,180.32,"1"
"595","In My Life - Remastered 2009","The Beatles",0.449,0.688,0.435,0,9,0.113,-11.359,1,0.0323,103.239,4,0.435,146.333,"1"
"596","Let It Be - Remastered 2009","The Beatles",0.631,0.443,0.403,0,0,0.111,-8.339,1,0.0322,143.462,4,0.41,243.027,"1"
"597","Michelle - Remastered 2009","The Beatles",0.652,0.578,0.29,0,5,0.105,-12.501,0,0.0341,117.403,4,0.666,162.373,"1"
"598","Norwegian Wood (This Bird Has Flown) - Remastered 2009","The Beatles",0.183,0.425,0.369,0.00126,4,0.112,-11.876,1,0.0379,176.625,3,0.65,124.693,"1"
"599","Yellow Submarine - Remastered 2015","The Beatles",0.158,0.66,0.557,0,1,0.543,-9.597,1,0.03,110.743,4,0.788,158.8,"1"
"600","Yesterday - Remastered 2009","The Beatles",0.879,0.332,0.179,0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315,125.667,"1"
"601","You Won't See Me - Remastered 2009","The Beatles",0.136,0.488,0.539,0,9,0.0538,-8.752,1,0.0304,115.941,4,0.473,199.96,"1"
"602","The Time (Dirty Bit)","The Black Eyed Peas",0.072,0.826,0.796,2.9e-06,9,0.606,-7.76,1,0.0746,127.991,4,0.468,307.64,"1"
"603","Wouldn't Get Far","The Game",0.152,0.439,0.756,0,4,0.412,-5.341,0,0.289,94.188,4,0.686,251.04,"1"
"604","Flapper Girl","The Lumineers",0.874,0.75,0.322,0.0128,0,0.0596,-12.078,1,0.0338,116.983,4,0.289,195.173,"1"
"605","Ho Hey","The Lumineers",0.794,0.685,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,4,0.353,163.133,"1"
"606","I'm a Believer","The Monkees",0.707,0.526,0.775,2.05e-05,0,0.217,-6.05,1,0.0352,80.106,4,0.962,167.373,"1"
"607","Big Poppa","The Notorious B.I.G.",0.432,0.778,0.578,0,9,0.138,-7.22,0,0.274,84.487,4,0.758,252.747,"1"
"608","Hypnotize - 2014 Remastered Version","The Notorious B.I.G.",0.145,0.901,0.697,0,9,0.287,-3.439,1,0.28,93.941,4,0.67,229.827,"1"
"609","Juicy","The Notorious B.I.G.",0.472,0.889,0.816,0,9,0.204,-4.67,1,0.247,96.056,4,0.777,302.693,"1"
"610","Who Shot Ya","The Notorious B.I.G.",0.273,0.828,0.686,0,11,0.524,-5.689,0,0.218,91.713,4,0.617,319.373,"1"
"611","Gimme Shelter","The Rolling Stones",0.463,0.63,0.616,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,0.509,270.773,"1"
"612","Rocks Off","The Rolling Stones",0.0723,0.492,0.934,0.145,4,0.17,-4.304,1,0.0439,141.945,4,0.885,271.933,"1"
"613","You Can't Always Get What You Want","The Rolling Stones",0.675,0.319,0.627,7.29e-05,0,0.289,-9.611,1,0.0687,85.818,4,0.497,448.72,"1"
"614","Those To Come","The Shins",0.916,0.621,0.294,0.147,2,0.0682,-16.915,1,0.0343,127.072,4,0.355,264.827,"1"
"615","12:51","The Strokes",0.312,0.452,0.889,0.8,4,0.558,-3.838,1,0.0379,145.056,4,0.591,153.133,"1"
"616","Alone, Together","The Strokes",0.00778,0.515,0.863,0.896,7,0.0616,-5.756,1,0.0308,143.017,4,0.961,188.64,"1"
"617","Automatic Stop","The Strokes",0.00336,0.68,0.536,0.737,1,0.0884,-6.078,1,0.0384,105.917,4,0.959,207.029,"1"
"618","Barely Legal","The Strokes",0.00326,0.426,0.884,0.0495,0,0.0903,-6.279,1,0.0365,157.811,4,0.852,234.693,"1"
"619","Between Love & Hate","The Strokes",5.35e-05,0.453,0.61,0.545,9,0.101,-4.935,1,0.0254,104.188,4,0.525,196.348,"1"
"620","Hard To Explain","The Strokes",0.000456,0.408,0.665,0.863,7,0.0888,-6.286,1,0.0578,82.525,4,0.667,224.333,"1"
"621","I Can't Win","The Strokes",0.00492,0.473,0.745,0.634,11,0.105,-4.819,1,0.0321,97.449,4,0.405,161.1,"1"
"622","Is This It","The Strokes",0.147,0.667,0.692,3.75e-05,5,0.349,-8.361,1,0.0285,96.021,4,0.846,151.333,"1"
"623","Last Nite","The Strokes",0.0223,0.624,0.899,0.000155,0,0.0975,-5.71,1,0.0295,104.055,4,0.797,193.373,"1"
"624","Meet Me in the Bathroom","The Strokes",6.7e-05,0.426,0.94,0.883,7,0.0772,-3.973,1,0.0337,139.952,4,0.595,176.16,"1"
"625","Reptilia","The Strokes",0.000563,0.486,0.666,0.789,9,0.101,-5.084,1,0.033,157.992,4,0.741,219.754,"1"
"626","Soma","The Strokes",0.0747,0.499,0.706,0.00289,0,0.0753,-7.335,1,0.0302,148.931,4,0.483,153.84,"1"
"627","Someday","The Strokes",0.00425,0.538,0.52,0,9,0.367,-7.46,1,0.0299,106.031,4,0.678,183.44,"1"
"628","Take It Or Leave It","The Strokes",0.000959,0.43,0.913,0.369,2,0.137,-6.203,0,0.0389,154.066,4,0.481,196.067,"1"
"629","The End Has No End","The Strokes",0.000799,0.536,0.655,0.832,1,0.229,-3.713,1,0.0336,136.006,4,0.552,185.435,"1"
"630","The Modern Age","The Strokes",0.0116,0.528,0.888,0.762,2,0.154,-6.039,1,0.0326,145.971,4,0.897,208.067,"1"
"631","The Way It Is","The Strokes",0.000179,0.481,0.943,0.865,11,0.0985,-2.592,1,0.0495,137.091,4,0.877,141.502,"1"
"632","Trying Your Luck","The Strokes",0.00855,0.503,0.689,0.0126,9,0.131,-9.424,0,0.0313,143.906,4,0.615,202.76,"1"
"633","Under Control","The Strokes",0.341,0.401,0.723,0.775,1,0.0543,-4.651,1,0.0291,90.596,4,0.66,187.153,"1"
"634","What Ever Happened?","The Strokes",9.67e-05,0.547,0.599,0.679,11,0.229,-6.057,1,0.0344,116.165,4,0.587,169.273,"1"
"635","When It Started","The Strokes",0.265,0.722,0.654,0.00392,0,0.15,-8.107,1,0.0328,131.962,4,0.904,175.2,"1"
"636","You Talk Way Too Much","The Strokes",0.0625,0.308,0.971,0.938,4,0.0806,-3.23,1,0.0344,128.204,4,0.659,186.038,"1"
"637","Sunday Morning","The Velvet Underground",0.0871,0.505,0.436,0.00216,5,0.085,-13.291,0,0.0277,105.759,4,0.492,175.893,"1"
"638","In Reverse","The War On Drugs",0.694,0.506,0.513,0.351,1,0.0918,-9.235,1,0.0303,114.058,4,0.088,461.12,"1"
"639","Lost In The Dream","The War On Drugs",0.421,0.607,0.381,0.0139,7,0.128,-11.114,1,0.0362,112.527,4,0.416,249.467,"1"
"640","Red Eyes","The War On Drugs",0.00871,0.464,0.815,0.201,10,0.162,-6.371,1,0.0368,161.845,4,0.467,298.92,"1"
"641","Thinking Of A Place","The War On Drugs",0.385,0.481,0.632,0.0817,11,0.116,-7.117,1,0.0333,103.323,4,0.156,670.667,"1"
"642","Under The Pressure","The War On Drugs",0.307,0.325,0.71,0.172,6,0.132,-6.545,1,0.0295,134.371,4,0.193,532.307,"1"
"643","Can't Feel My Face","The Weeknd",0.109,0.711,0.783,0,9,0.0947,-5.407,0,0.0423,107.972,4,0.587,213.52,"1"
"644","Fell In Love With A Girl","The White Stripes",0.704,0.178,0.981,7.45e-05,4,0.854,-1.743,0,0.162,88.21,4,0.369,110.093,"1"
"645","Seven Nation Army","The White Stripes",0.00817,0.737,0.463,0.447,0,0.255,-7.828,1,0.0792,123.881,4,0.324,231.733,"1"
"646","Grand Canyon","The Wind and The Wave",0.000384,0.418,0.975,0.262,7,0.288,-3.147,1,0.0789,163.918,4,0.538,190.68,"1"
"647","Drops of Jupiter","Train",0.154,0.468,0.64,0,0,0.154,-5.862,1,0.0275,79.297,4,0.499,259.933,"1"
"648","Butterfly Effect","Travis Scott",0.0714,0.763,0.598,0,11,0.112,-6.865,1,0.0539,140.987,4,0.182,190.678,"1"
"649","sweet sweet","Travis Scott",0.0859,0.733,0.578,1.19e-06,0,0.403,-5.245,0,0.0417,142.028,4,0.447,222.318,"1"
"650","the ends","Travis Scott",0.0661,0.585,0.737,0,4,0.0904,-4.121,0,0.191,171.853,4,0.0497,201.263,"1"
"651","way back","Travis Scott",0.222,0.396,0.554,0,0,0.612,-5.048,1,0.0488,117.384,4,0.17,272.501,"1"
"652","wonderful","Travis Scott",0.0737,0.769,0.569,0,1,0.0571,-5.591,0,0.0786,146.062,4,0.612,216.946,"1"
"653","Bottoms Up - feat. Nicki Minaj","Trey Songz",0.0205,0.845,0.601,0,1,0.385,-5.283,1,0.161,74.008,4,0.329,242.013,"1"
"654","Caffeinated Consciousness","TV On The Radio",0.00553,0.568,0.932,0.832,10,0.227,-3.945,0,0.0544,93.978,4,0.632,198.707,"1"
"655","Will Do","TV On The Radio",0.0204,0.563,0.85,0.00806,2,0.0664,-3.477,0,0.0398,79.977,4,0.438,224.987,"1"
"656","Tear In My Heart","Twenty One Pilots",0.0189,0.655,0.632,0,2,0.0722,-4.802,1,0.0489,120.113,4,0.447,188.493,"1"
"657","Shake Your Lonely","Twin Peaks",0.369,0.457,0.523,0.0691,2,0.312,-7.846,1,0.0256,150.096,4,0.604,215.688,"1"
"658","Slow Jamz","Twista",0.369,0.569,0.744,0,2,0.256,-5.757,0,0.181,145.063,4,0.59,316.053,"1"
"659","Next Year","Two Door Cinema Club",0.00257,0.563,0.81,0.000836,2,0.0773,-4.824,1,0.0746,127.435,4,0.481,251.493,"1"
"660","Settle","Two Door Cinema Club",0.00771,0.489,0.79,0.034,0,0.0886,-5.629,1,0.037,131.885,3,0.177,232.333,"1"
"661","OMG","Usher",0.198,0.781,0.745,1.14e-05,4,0.36,-5.81,0,0.0332,129.998,4,0.326,269.493,"1"
"662","Yeah!","Usher",0.0213,0.893,0.787,0,2,0.0345,-4.734,1,0.11,105.013,4,0.572,250.373,"1"
"663","Diane Young","Vampire Weekend",0.032,0.419,0.803,3.7e-05,11,0.206,-5.498,1,0.246,86.958,4,0.764,160.067,"1"
"664","Don't Lie","Vampire Weekend",0.45,0.486,0.72,0,0,0.135,-7.132,1,0.0304,180.112,4,0.804,213.413,"1"
"665","Everlasting Arms","Vampire Weekend",0.472,0.664,0.702,0.00352,11,0.107,-8.072,1,0.188,119.852,4,0.526,183.32,"1"
"666","Finger Back","Vampire Weekend",0.255,0.668,0.822,1.72e-05,0,0.349,-4.861,1,0.0855,100.934,4,0.721,205.96,"1"
"667","Hannah Hunt","Vampire Weekend",0.717,0.345,0.313,0.000822,4,0.1,-10.098,1,0.0681,207.969,4,0.164,237.973,"1"
"668","Hudson","Vampire Weekend",0.565,0.367,0.442,0.000416,2,0.135,-10.37,0,0.0644,80.066,4,0.23,254.8,"1"
"669","Obvious Bicycle","Vampire Weekend",0.403,0.472,0.29,0.000115,9,0.199,-12.327,1,0.0957,180.098,4,0.126,251.253,"1"
"670","Oxford Comma","Vampire Weekend",0.111,0.692,0.717,0.00123,0,0.044,-4.226,1,0.0498,119.907,4,0.973,195.733,"1"
"671","Step","Vampire Weekend",0.591,0.624,0.724,7.79e-06,10,0.101,-7.113,1,0.101,78.008,4,0.624,251.627,"1"
"672","Unbelievers","Vampire Weekend",0.142,0.644,0.811,0.000629,11,0.169,-7.681,1,0.0499,154.903,4,0.831,202.667,"1"
"673","Worship You","Vampire Weekend",0.00119,0.474,0.919,1.82e-06,11,0.314,-5.966,1,0.0779,149.055,4,0.303,201.24,"1"
"674","Ya Hey","Vampire Weekend",0.179,0.584,0.65,0.000283,11,0.0935,-6.481,1,0.0427,92.01,4,0.491,312.653,"1"
"675","Young Lion","Vampire Weekend",0.918,0.272,0.232,0.0236,10,0.113,-11.018,1,0.0397,180.314,3,0.377,105.36,"1"
"676","Caravan","Van Morrison",0.294,0.641,0.397,0.000717,7,0.0496,-12.285,1,0.0454,81.962,4,0.57,300.8,"1"
"677","Crazy Love","Van Morrison",0.841,0.575,0.188,4.37e-05,9,0.228,-18.758,1,0.0959,77.464,4,0.334,155.453,"1"
"678","Have I Told You Lately","Van Morrison",0.278,0.344,0.477,0.0128,4,0.136,-10.266,1,0.0338,143.78,4,0.182,260.387,"1"
"679","Feelin' The Love","Vince Staples",0.546,0.561,0.639,0.00012,9,0.0686,-4.584,0,0.269,75.023,4,0.588,210.093,"1"
"680","War Ready","Vince Staples",0.506,0.842,0.564,0.0118,11,0.202,-6.825,1,0.285,97.002,4,0.641,155.173,"1"
"681","Yeah Right","Vince Staples",0.0182,0.738,0.481,0,1,0.389,-8.812,1,0.0869,118.06,4,0.248,188.947,"1"
"682","That Way (feat. Jeremih & Rick Ross)","Wale",0.0379,0.683,0.691,0,6,0.0578,-6.435,0,0.23,73.469,4,0.295,269.267,"1"
"683","(Girl We Got A) Good Thing","Weezer",0.00416,0.554,0.707,0,3,0.0822,-7.308,1,0.0368,128.079,4,0.38,205.76,"1"
"684","Buddy Holly","Weezer",0.00611,0.535,0.931,7.26e-05,8,0.0887,-4.012,1,0.0451,120.958,4,0.825,159.587,"1"
"685","Holiday","Weezer",0.00213,0.486,0.844,0,8,0.168,-5.766,1,0.0443,120.155,3,0.394,204.907,"1"
"686","In The Garage","Weezer",0.000669,0.546,0.738,3.9e-06,6,0.15,-5.555,1,0.027,97.164,4,0.368,235.973,"1"
"687","My Name Is Jonas","Weezer",0.000157,0.3,0.927,0.000802,11,0.304,-4.605,1,0.0422,186.239,3,0.634,203.96,"1"
"688","No One Else","Weezer",0.000628,0.486,0.897,4.55e-06,4,0.298,-4.298,1,0.0332,137.992,4,0.738,185.16,"1"
"689","Only In Dreams","Weezer",0.00179,0.51,0.55,0.341,1,0.111,-8.678,1,0.0248,78.109,4,0.416,479.36,"1"
"690","Say It Ain't So - Remix","Weezer",0.00688,0.656,0.562,1.8e-06,8,0.0904,-6.104,1,0.0364,75.843,4,0.4,258.853,"1"
"691","Surf Wax America","Weezer",0.000453,0.404,0.931,0.0187,6,0.144,-6.494,1,0.125,165.163,4,0.304,186.213,"1"
"692","The World Has Turned And Left Me Here","Weezer",0.000668,0.475,0.932,0.00336,6,0.412,-4.428,1,0.0341,99.145,4,0.653,258.373,"1"
"693","Undone - The Sweater Song","Weezer",0.00556,0.45,0.652,0.000786,6,0.0933,-5.541,1,0.0276,80.128,4,0.514,304.987,"1"
"694","Wake Me up Before You Go-Go","Wham!",0.272,0.62,0.574,0,0,0.0607,-11.893,1,0.0421,81.548,4,0.9,231.333,"1"
"695","How Will I Know","Whitney Houston",0.201,0.832,0.544,0.000139,6,0.632,-12.697,1,0.0442,119.49,4,0.928,275.533,"1"
"696","Jesus, etc.","Wilco",0.616,0.756,0.28,0.00033,5,0.414,-14.27,1,0.0296,109.413,4,0.695,231,"1"
"697","Check It Out","will.i.am",0.0572,0.856,0.68,1.87e-05,1,0.106,-4.922,1,0.0679,129.99,4,0.733,238.16,"1"
"698","Silly Love Songs - 1993 Digital Remaster","Wings",0.184,0.739,0.335,0.244,0,0.131,-16.23,1,0.0346,125.11,4,0.818,352.933,"1"
"699","Mozart: Piano Concerto No. 21 in C Major, K. 467: II. Andante","Wolfgang Amadeus Mozart",0.978,0.158,0.0183,0.95,5,0.0903,-29.694,1,0.0341,91.743,4,0.056,429.782,"1"
"700","Piano Concerto No. 21 in C Major, K.467: I. Allegro maestoso","Wolfgang Amadeus Mozart",0.971,0.33,0.131,0.922,0,0.118,-20.207,1,0.036,136.254,4,0.218,873.187,"1"
"701","Piano Concerto No. 21 in C Major, K.467: III. Allegro vivace assai","Wolfgang Amadeus Mozart",0.985,0.431,0.185,0.947,0,0.0785,-23.034,1,0.0399,83.942,4,0.337,401.867,"1"
"702","Maps","Yeah Yeah Yeahs",0.00158,0.527,0.937,0.395,7,0.27,-6.512,1,0.0603,119.818,4,0.193,214.267,"1"
"703","Best Friend","Young Thug",0.0358,0.959,0.598,0,8,0.358,-5.534,1,0.0713,127.029,4,0.408,213,"1"
"704","Halftime","Young Thug",0.0641,0.71,0.486,0,11,0.112,-6.221,0,0.251,133.284,4,0.17,226.733,"1"
"705","pick up the phone","Young Thug",0.115,0.706,0.716,0,7,0.316,-4.263,0,0.0768,136.904,4,0.459,252.263,"1"
"706","The First Cut Is The Deepest","Yusuf / Cat Stevens",0.0953,0.578,0.786,0.00303,7,0.0683,-6.549,1,0.0314,96.326,4,0.697,183.133,"1"
"707","Wild World","Yusuf / Cat Stevens",0.354,0.483,0.503,0.000284,0,0.116,-9.396,1,0.0341,151.862,4,0.598,200.16,"1"
"708","All Eyez On Me","2Pac",0.0293,0.872,0.723,0,1,0.327,-5.968,1,0.247,93.279,4,0.843,307.773,"0"
"709","I Get Around","2Pac",0.157,0.849,0.422,1.19e-05,10,0.255,-13.95,0,0.122,96.216,4,0.624,259,"0"
"710","Only God Can Judge Me","2Pac",0.00127,0.802,0.787,0.000181,11,0.0764,-6.009,0,0.205,90.188,4,0.806,296.907,"0"
"711","In Da Club","50 Cent",0.255,0.899,0.713,0,6,0.0708,-2.752,0,0.366,90.051,4,0.777,193.467,"0"
"712","Say Something","A Great Big World",0.857,0.407,0.147,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765,229.4,"0"
"713","Everyday","A$AP Rocky",0.0101,0.394,0.661,0,4,0.343,-8.684,1,0.193,149.822,4,0.335,260.987,"0"
"714","F**kin' Problems","A$AP Rocky",0.0208,0.869,0.687,1e-06,1,0.114,-6.816,1,0.263,96.006,4,0.668,233.787,"0"
"715","Wild for the Night","A$AP Rocky",0.0452,0.756,0.857,0,2,0.121,-4.185,1,0.336,140.016,4,0.688,212.64,"0"
"716","Hello","Adele",0.336,0.481,0.451,0,5,0.0872,-6.095,0,0.0347,157.966,4,0.289,295.493,"0"
"717","Rolling in the Deep","Adele",0.131,0.729,0.756,0,8,0.0527,-5.119,1,0.0294,104.945,4,0.522,228.293,"0"
"718","Set Fire to the Rain","Adele",0.00382,0.61,0.683,1.79e-06,2,0.125,-3.879,0,0.0253,108.003,4,0.466,241.693,"0"
"719","The Man","Aloe Blacc",0.0346,0.526,0.772,0,11,0.214,-7.229,0,0.0479,85.876,4,0.482,254.88,"0"
"720","Fine By Me","Andy Grammer",0.00877,0.583,0.791,0,11,0.0451,-4.087,1,0.0318,89.993,4,0.878,172.893,"0"
"721","Keep Your Head Up","Andy Grammer",0.0469,0.674,0.778,0,0,0.145,-5.367,1,0.0376,90.01,4,0.816,189.933,"0"
"722","Do I Wanna Know?","Arctic Monkeys",0.186,0.548,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,0.405,272.394,"0"
"723","R U Mine?","Arctic Monkeys",0.00616,0.288,0.758,0,6,0.303,-5.692,0,0.0371,97.094,4,0.619,201.726,"0"
"724","Girlfriend","Avril Lavigne",0.000738,0.56,0.959,0.000206,7,0.209,-2.433,1,0.102,163.983,4,0.67,216.6,"0"
"725","Sk8er Boi","Avril Lavigne",6.79e-05,0.487,0.9,0,0,0.358,-4.417,1,0.0482,149.937,4,0.484,204,"0"
"726","Sail","AWOLNATION",0.452,0.825,0.435,0.609,1,0.0953,-9.582,1,0.0568,119.038,4,0.243,259.102,"0"
"727","Nothin' On You (feat. Bruno Mars)","B.o.B",0.386,0.688,0.853,0,10,0.0862,-5.814,1,0.0493,103.993,4,0.743,268.32,"0"
"728","I Want It That Way","Backstreet Boys",0.216,0.689,0.702,0,6,0.159,-5.642,0,0.0261,99.031,4,0.484,213.6,"0"
"729","Bad Blood","Bastille",0.0131,0.664,0.79,0.0156,5,0.08,-5.467,0,0.0364,143.004,4,0.939,212.613,"0"
"730","Flaws","Bastille",0.398,0.573,0.653,0,8,0.0751,-6.985,1,0.0371,144.187,4,0.43,218.8,"0"
"731","Pompeii","Bastille",0.078,0.681,0.715,0,9,0.275,-6.318,1,0.0388,127.429,4,0.593,214.148,"0"
"732","Things We Lost In The Fire","Bastille",0.063,0.587,0.916,0,4,0.25,-4.879,0,0.0605,134.029,4,0.645,240.747,"0"
"733","Mine","Bazzi",0.0161,0.71,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717,131.064,"0"
"734","Stayin' Alive - From ""Saturday Night Fever"" Soundtrack","Bee Gees",0.0334,0.702,0.835,0.00891,10,0.176,-7.173,0,0.0359,103.565,4,0.937,285.373,"0"
"735","1+1","Beyoncé",0.381,0.303,0.384,5.14e-06,6,0.0661,-7.342,1,0.0339,63.345,5,0.261,273.88,"0"
"736","Best Thing I Never Had","Beyoncé",0.143,0.545,0.649,1.57e-05,6,0.0894,-4.062,1,0.0324,99.099,4,0.297,253.747,"0"
"737","Crazy In Love","Beyoncé",0.00249,0.646,0.77,0,2,0.0715,-6.596,0,0.226,99.165,4,0.681,236.133,"0"
"738","Irreplaceable","Beyoncé",0.0286,0.576,0.697,1.15e-06,10,0.167,-4.192,1,0.326,175.906,4,0.501,227.667,"0"
"739","Run the World (Girls)","Beyoncé",0.00496,0.733,0.899,4.72e-05,0,0.372,-4.237,1,0.143,127.086,4,0.76,236.093,"0"
"740","She's Always a Woman","Billy Joel",0.797,0.292,0.324,0.000473,3,0.12,-11.996,1,0.0346,176.631,3,0.384,201.373,"0"
"741","Uptown Girl","Billy Joel",0.0747,0.701,0.943,0,4,0.601,-2.986,1,0.0456,128.992,4,0.791,197.707,"0"
"742","We Didn't Start the Fire","Billy Joel",0.0771,0.712,0.967,0,7,0.356,-5.206,1,0.047,145.024,4,0.895,287.733,"0"
"743","A Guy With a Girl","Blake Shelton",0.0158,0.552,0.893,0,0,0.105,-4.593,1,0.0383,163.948,4,0.777,189.467,"0"
"744","Boys 'Round Here (feat. Pistol Annies & Friends)","Blake Shelton",0.251,0.611,0.688,2.35e-06,2,0.248,-6.369,1,0.0529,169.895,4,0.649,288.76,"0"
"745","I Lived It","Blake Shelton",0.476,0.557,0.571,0.00114,10,0.101,-8.106,1,0.0281,80.981,4,0.392,219.6,"0"
"746","Sangria","Blake Shelton",0.017,0.646,0.724,1.39e-06,9,0.153,-6.96,1,0.0265,115.984,4,0.54,233.48,"0"
"747","All The Small Things","blink-182",0.0122,0.439,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.695,168,"0"
"748","10,000 Emerald Pools","BØRNS",0.00695,0.582,0.584,0.000118,6,0.0991,-5.496,1,0.039,139.987,4,0.589,174.693,"0"
"749","...Baby One More Time","Britney Spears",0.202,0.759,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907,211.067,"0"
"750","Oops!...I Did It Again","Britney Spears",0.3,0.751,0.834,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894,211.16,"0"
"751","Born in the U.S.A.","Bruce Springsteen",0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042,1,0.061,122.093,4,0.584,278.68,"0"
"752","Born to Run","Bruce Springsteen",0.00501,0.27,0.944,2.05e-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606,269.92,"0"
"753","Glory Days","Bruce Springsteen",0.0457,0.574,0.96,0,9,0.121,-4.906,1,0.032,117.486,4,0.978,254.733,"0"
"754","24K Magic","Bruno Mars",0.034,0.818,0.803,0,1,0.153,-4.282,1,0.0797,106.97,4,0.632,225.983,"0"
"755","Just The Way You Are","Bruno Mars",0.0151,0.637,0.843,0,5,0.0876,-5.413,1,0.0432,109.012,4,0.434,220.733,"0"
"756","Locked Out Of Heaven","Bruno Mars",0.049,0.726,0.698,0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,233.478,"0"
"757","That's What I Like","Bruno Mars",0.013,0.853,0.56,0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86,206.693,"0"
"758","(Everything I Do) I Do It For You","Bryan Adams",0.0816,0.519,0.372,4.67e-05,1,0.0652,-12.635,1,0.0284,131.227,4,0.298,394.133,"0"
"759","Put It Down","Bun B",0.158,0.77,0.842,0,5,0.143,-4.767,0,0.208,150.059,4,0.859,272.52,"0"
"760","Break Ya Neck","Busta Rhymes",0.443,0.82,0.809,0.00175,4,0.0613,-6.759,0,0.251,83.011,4,0.737,231.24,"0"
"761","I Know What You Want","Busta Rhymes",0.0142,0.648,0.759,0,6,0.648,-4.315,1,0.306,85.996,4,0.518,324.307,"0"
"762","Cigarette Daydreams","Cage The Elephant",0.0801,0.635,0.675,0,2,0.0831,-3.445,1,0.0263,113.946,4,0.273,208.76,"0"
